German,French
Mein Bruder arbeitet auch im selben Büro wie ich.,Mon frère travaille aussi dans le même bureau que moi.
Ich könnte mich an diesen Job gewöhnen.,"Ça me branche bien, ce plan super- héros."
"Ich liebe es, mit meinen Freunden nach dem Unterricht zu plaudern.",J'adore discuter avec mes amis après les cours.
Die Beziehungen zwischen den Mitarbeitern sind sehr freundlich.,Les relations entre les employés sont très amicales.
Die Academy Awards sind einer der bedeutendsten Filmpreise der Welt.,Les Oscars sont l'un des prix cinématographiques les plus importants au monde.
Meine Freunde und ich gehen oft ins Kino oder essen zusammen.,Mes amis et moi allons souvent au cinéma ou mangeons ensemble.
Irgendwie fiel mir Pingpong sehr leicht.,"Je sais pas pourquoi, le ping- pong m'est venu naturellement."
Ich bin Student an der Universität Berlin,"Je suis étudiant à l'université de Berlin,"
"Tja, ganz sicher bist du nicht hergekommen, um dich an einer mitfühlenden Schulter auszuheulen.","Bon, je suis sur que tu n'est pas venu ici pour trouver une épaule sympathique pour pleurer dessus"
Eine Fahrt mit dem Zug durch die Schweizer Alpen ist atemberaubend schön.,Un trajet en train à travers les Alpes suisses est d'une beauté à couper le souffle.
Sie hatten Dutzende von Leben schon zuvor.,Vous avez eu des tas de vies avant celle- ci.
"Ich liebe es, im Sommer am Strand zu entspannen und zu sonnen.",J'adore me détendre sur la plage en été et prendre des bains de soleil.
Meine Freunde und ich gehen jeden Freitagabend ins Kino.,Mes amis et moi allons au cinéma tous les vendredis soir.
Die Kommunikation zwischen den Abteilungen ist sehr gut.,La communication entre les départements est très bonne.
Wir haben einen Hund namens Max,"Nous avons un chien nommé Max,"
Ein gutes Buch kann uns zu neuen Orten und Abenteuern entführen.,Un bon livre peut nous emmener vers de nouveaux lieux et aventures.
Ich bin ein großer Fan von Actionfilmen und sehe sie mir oft an.,Je suis un grand fan de films d'action et je les regarde souvent.
Wir feiern oft Partys together.,Nous célébrons souvent des fêtes ensemble.
Ich habe letztes Jahr einen Sprachkurs in Frankreich besucht.,J'ai suivi un cours de langue en France l'an dernier.
"Mein Partner unterstützt mich bei allem, was ich tue.",Mon partenaire me soutient dans tout ce que je fais.
Du kannst mich nicht immer retten.,Tu peux pas continuer à vouloir tout le temps me sauver.
Der Film gewann viele Preise bei verschiedenen Festivals und wurde von der Kritik gelobt.,Le film a remporté de nombreux prix lors de divers festivals et a été acclamé par la critique.
"Ich liebe es, am Meer zu schwimmen und zu tauchen","J'aime nager et plonger en mer,"
Sie rannten eben durch einen Haufen Hundescheiße!,Tu viens de marcher dans une grosse merde de chien!
Ich traf Victor und er bot mir ein schönes Leben.,"J'ai rencontré Victor, et il m'a montré la belle vie."
Die Studienzeit an der Universität ist eine der besten Zeiten meines Lebens gewesen.,La période d'études à l'université a été l'une des meilleures périodes de ma vie.
"Und dann, in der Wüste, wenn die Sonne aufgeht, wusste ich nicht, wo der Himmel aufhörte und die Erde anfing.","Et dans le désert, quand le jour se levait, je ne voyais pas où s'arrêtait le ciel et où commençait la Terre."
Ich habe gestern Abend einen Brief geschrieben,"J'ai écrit une lettre hier soir,"
"Hör auf, Sie spielt nur mit dir","C'était ma soeur, laisse- moi l'achever."
"Ich bin dankbar für die Erfahrungen, die ich an der Universität gesammelt habe.",Je suis reconnaissant pour les expériences que j'ai accumulées à l'université.
Ich bin gerade aus dem Urlaub zurückgekehrt und fühle mich total erholt.,Je suis juste rentré des vacances et je me sens complètement détendu.
"lch weiß, dass ich störe, weil Sie sich so gut selbst amüsieren... aber jetzt beginnen wir mit der Show, die gehört eben dazu.",Mais on a un petit spectacle.
"Radfahren ist ein gesunder und umweltfreundlicher Weg, um zur Arbeit zu kommen.",Le vélo est un moyen de transport sain et respectueux de l'environnement pour se rendre au travail.
Mein Kollege ist auch mein bester Freund.,Mon collègue est aussi mon meilleur ami.
"Ich hoffe, dass ich bald einen neuen Job finden werde.",J'espère que je trouverai bientôt un nouveau emploi.
Werden wir uns je wieder sehen?,Nous reverrons nous jamais?
Wir machen eine Pause und gehen spazieren.,Nous faisons une pause et allons nous promener.
Meine Freunde und ich planen eine Reise nach unserem Abschluss.,Mes amis et moi planifions un voyage après notre diplôme.
Meine Freunde und ich planen oft Ausflüge und Reisen zusammen.,Mes amis et moi planifions Often des excursions et des voyages ensemble.
"Das Leben als Berufstätiger ist nicht leicht, aber ich bin bereit für die Herausforderungen.","La vie en tant que personne active n'est pas facile, mais je suis prêt aux défis."
Sie wäre die ideale Frau für Euch.,Elle serait parfaite pour vous.
Und trotzdem bezahlen wir nie die Miete.,Le loyer est trop cher.
"Ich bin froh, dass ich solche netten Kollegen und Freunde habe, die mir helfen, wenn ich Probleme habe.",Je suis heureux d'avoir de tels collègues et amis gentils qui m'aident lorsque j'ai des problèmes.
"Ich hoffe, dass ich nach meinem Abschluss eine gute Stelle in unserem Unternehmen finden werde.",J'espère que je trouverai un bon poste dans notre entreprise après avoir obtenu mon diplôme.
"Wenn wir uns mit der Richtung vertun, könnten wir im Weltraum landen.","Oui, c'est prodigieux."
"Der Surfsport ist ideal für Menschen, die das Meer lieben.",Le surf est idéal pour les personnes qui aiment la mer.
Wir fahren nächste Woche ins Gebirge,"Nous allons en montagne la semaine prochaine,"
Wir unterstützen uns gegenseitig in unserem Studium und Beruf.,Nous nous soutenons mutuellement dans nos études et notre carrière.
"Ich habe mich entschieden, ein Master-Studium anzufangen, um mein Wissen zu erweitern.",J'ai décidé de commencer des études de master pour élargir mes connaissances.
"Ich muss mich auf meine Prüfung vorbereiten, otherwise werde ich sie nicht bestehen.","Je dois me préparer à mon examen, sinon je ne vais pas le réussir."
"Das Büro ist sehr nah an der Universität gelegen, was sehr praktisch ist.","Le bureau est très proche de l'université, ce qui est très pratique."
Das Teamarbeit im Büro ist sehr effektiv.,Le travail d'équipe au bureau est très efficace.
"Hör mal, versprichst du mir was, ja?","Promets- moi quelque chose, d'accord?"
So weit lass ich' s nicht kommen.,Je la mettrai jamais.
Ich wohne in einer großen Stadt,"J'habite dans une grande ville,"
Das Fernsehen bietet viele Unterhaltungsmöglichkeiten wie Filme und Serien.,La télévision offre de nombreuses possibilités de divertissement comme les films et les séries.
Die studentischen Organisationen bieten viele Möglichkeiten für die Selbstentwicklung.,Les organisations étudiantes offrent de nombreuses possibilités pour le développement personnel.
Die Universität bietet eine breite Palette von Studiengängen an.,L'université propose une large gamme de programmes d'études.
Mein Chef ist sehr verständnisvoll und hilft mir bei Problemen.,Mon patron est très compréhensif et m'aide avec les problèmes.
"Die Universitätsstadt ist sehr schön und es gibt viele Möglichkeiten, sich zu unterhalten.",La ville universitaire est très belle et il y a beaucoup d'occasions de se divertir.
Wir gehen am Wochenende ins Theater,"Nous allons au théâtre le week-end,"
"Na ja, weißt du, ich möcht mit dir... einfach abhauen.",Et bien baiser quoi.
"Wir teilen unser Wissen und unsere Erfahrungen, um besser zu werden.",Nous partageons nos connaissances et nos expériences pour améliorer nos compétences.
Das Office-Party war sehr lustig und unterhaltsam.,La fête de bureau était très drôle et divertissante.
"Aber je mehr ich zurückdenke, desto mehr löst sich alles auf.",Rien ne semble vrai.
"Ich bin glücklich, dass ich solche netten Kollegen im Büro habe.",Je suis heureux d'avoir des collègues si gentils au bureau.
Die Universität bietet viele verschiedene Kurse an.,L'université offre de nombreux cours différents.
"Ich hoffe, dass meine Freundschaften und Beziehungen auch nach dem Studium bestehen bleiben.",J'espère que mes amitiés et relations perdureront même après mes études.
"Die Liebe zwischen den zwei Studenten wuchs langsam, während sie gemeinsam an ihrem Projekt arbeiteten.",L'amour entre les deux étudiants a grandi lentement alors qu'ils travaillaient ensemble sur leur projet.
"Egal, wenn wir ihn dadurch ein paar Tage los sind, oder?","En tous cas, on aura la paix trois jours."
"Wir organisieren regelmäßig Team-Building-Aktivitäten, um die Zusammenarbeit zu fördern.",Nous organisons régulièrement des activités de renforcement d'équipe pour promouvoir la collaboration.
"Ein Tag im Disneyland kann zauberhaft sein, besonders für Kinder.","Une journée à Disneyland peut être enchantée, surtout pour les enfants."
Der Unterricht in der Schule sollte interessant und abwechslungsreich sein.,L'enseignement à l'école devrait être intéressant et varié.
Wir haben halt einen Fehler gemacht.,On a fait une erreur.
"Das Office-Team ist sehr freundlich und hilfsbereit, wenn man Fragen oder Probleme hat.",L'équipe du bureau est très aimable et serviable lorsque vous avez des questions ou des problèmes.
"Die zweite malt sich aus, was ware, wenn sie mit den Krapfen schmeisen wurde.",La seconde pensera á l´effet produit si elle lanqait les beignets sur les gens.
Die Bibliothek ist mein Lieblingsort in der Universität.,La bibliothèque est mon endroit préféré à l'université.
Mein Freund spielt Basketball in einem lokalen Verein und nimmt an Turnieren teil.,Mon ami joue au basket-ball dans un club local et participe à des tournois.
"Die Universitätsbibliothek ist mein Lieblingsort, wenn ich mich entspannen möchte.",La bibliothèque universitaire est mon endroit préféré lorsque je veux me détendre.
Die Kunst ist ein wichtiger Teil unserer Kultur und unseres täglichen Lebens.,L'art est une partie importante de notre culture et de notre vie quotidienne.
"Ich bin ein Fan von Musikfestivals, weil sie so viel Energie und Freude bringen.","Je suis un fan de festivals de musique, car ils apportent tant d'énergie et de joie."
"Die Arbeit als Fremdenführer ermöglicht es mir, Menschen aus verschiedenen Ländern kennenzulernen.",Le travail de guide touristique me permet de rencontrer des gens de différents pays.
"Scheiß drauf, sonst komme ich nie mehr rein"".","Je vais lui faire vite son affaire ""."
"Verstehen Sie, was ich gesagt habe?","Vous comprenez ce que je vous ai dit, mon père?"
"Mein Lieblingsfilm ist der ""Pianist"" von Roman Polanski.","Mon film préféré est ""Le Pianiste"" de Roman Polanski."
"Es gab keinen Prozess, keine Untersuchung.","Il n'y a eu aucun procès, aucune enquête."
"Sie gehören zu denen, die mir folgten.",T'es avec ceux qui me suivent!
Die Bibliothek bietet Zugang zu vielen digitalen Ressourcen.,La bibliothèque offre accès à de nombreuses ressources numériques.
"Ich habe mich für einen Sprachkurs in Spanisch angemeldet, um meine Kenntnisse zu verbessern.",Je me suis inscrit à un cours de langue espagnole pour améliorer mes connaissances.
"Ich muss mich bemühen, mehr Stunden im Büro zu arbeiten, um meine Ziele zu erreichen.",Je dois m'efforcer de travailler plus d'heures au bureau pour atteindre mes objectifs.
"Ein Auslandsstudium kann sehr bereichernd sein und uns helfen, neue Fähigkeiten und Sprachen zu erlernen.",Des études à l'étranger peuvent être très enrichissantes et nous aider à acquérir de nouvelles compétences et langues.
"Die Universität bietet viele Möglichkeiten für Studenten, sich weiterzubilden.",L'université offre de nombreuses possibilités aux étudiants pour poursuivre leurs études.
Ein Auslandsstudium kann sehr bereichernd für das eigene Leben sein.,Un séjour d'études à l'étranger peut être très enrichissant pour sa propre vie.
Die Stadt Wien ist bekannt für ihre schöne Architektur.,La ville de Vienne est connue pour son belle architecture.
Du musst mit Ray reden und das klären.,"Tu dois parler à Ray, il faut résoudre ça."
Die Kinder spielen gerne im Sandkasten,"Les enfants jouent volontiers dans le bac à sable,"
"Ich kann gar nicht fassen, dass es wahr ist.","Faites preuve d'énergie, on est pas des gonzesses!"
Nach der Arbeit treffen wir uns oft mit Freunden in einem Café.,"Après le travail, nous nous retrouvons souvent avec des amis dans un café."
Der Besuch eines Konzerts ist immer wieder aufregend.,Assister à un concert est toujours excitant.
"lch glaub, da oben ist keiner.",Ça n'a pas d'importance.
"Ich bin ein großer Fan von deutschen Autos, besonders von Mercedes-Benz.","Je suis un grand fanatique des voitures allemandes, surtout de Mercedes-Benz."
Logistik kommt uns schon zur Nase raus!,"J'en ai jusque- là, de la logistique!"
Ich bin dankbar für meine Freundschaften.,Je suis reconnaissant pour mes amitiés.
