German,French
Meine Schwester studiert Medizin an der Universität von München.,Ma sœur étudie la médecine à l'université de Munich.
"Ich bin dankbar für die Beziehungen, die ich während meines Studiums aufgebaut habe.",Je suis reconnaissant pour les relations que j'ai établies pendant mes études.
Die beiden sind seit vielen Jahren ein Paar und haben sich auf dem Campus kennengelernt.,Les deux sont un couple depuis de nombreuses années et se sont rencontrés sur le campus.
Der Besuch eines Museums kann sehr aufschlussreich sein.,Visiter un musée peut être très édifiant.
Der Film beginnt um acht Uhr abends,"Le film commence à huit heures du soir,"
Ein Konzertbesuch mit Freunden ist immer ein besonderer Abend.,Une soirée à un concert avec des amis est toujours une soirée spéciale.
Die Stadt Paris ist bekannt für ihre romantische Atmosphäre und ihre historischen Sehenswürdigkeiten.,La ville de Paris est connue pour son atmosphère romantique et ses monuments historiques.
"Ein Theaterbesuch kann sehr unterhaltsam sein, besonders wenn man eine gute Vorstellung sieht.","Assister à une pièce de théâtre peut être très divertissant, surtout lorsqu'on voit une bonne représentation."
"Das Internet bietet viele Möglichkeiten, um neue Dinge zu lernen und sich zu unterhalten.",L'internet offre de nombreuses possibilités pour apprendre de nouvelles choses et se divertir.
Die Universitäten in den USA bieten vielen Studenten Stipendien an.,Les universités aux États-Unis offrent de nombreuses bourses d'études aux étudiants.
"Ich gehe gerne ins Theater oder Konzert, um mich zu unterhalten.",J'aime aller au théâtre ou au concert pour me divertir.
Meine Freunde und ich haben uns für einen Roadtrip durch Europa entschieden.,Mes amis et moi avons décidé de faire un road trip à travers l'Europe.
Die Bibliothek der Universität bietet Zugang zu einer großen Sammlung von Büchern und Zeitschriften.,La bibliothèque de l'université offre accès à une grande collection de livres et de périodiques.
Ein Konzertbesuch in der großen Halle von München war unglaublich.,Une visite de concert à la grande salle de Munich était incroyable.
"Skifahren ist ein aufregender Wintersport, den ich jedes Jahr praktiziere.",Le ski est un sport d'hiver excitant que je pratique chaque année.
Wir teilen uns oft das Mittagessen im Büro.,Nous partageons souvent le déjeuner au bureau.
Die Kantine der Universität bietet gutes Essen an.,La cantine de l'université propose de bonne nourriture.
Wir haben uns auf einer Party kennengelernt und sind seitdem unzertrennlich.,Nous nous sommes rencontrés à une fête et sommes inséparables depuis.
Die Olympischen Spiele sind eine großartige Veranstaltung für alle Sportler.,Les Jeux olympiques sont une grande manifestation pour tous les athlètes.
Die Teilnahme an Sportveranstaltungen kann sehr aufregend sein.,La participation à des événements sportifs peut être très excitante.
Die Stadt Wien ist bekannt für ihre schöne Architektur und kulturelle Veranstaltungen.,La ville de Vienne est connue pour son belle architecture et ses événements culturels.
Im Sommer gehe ich gerne ins Kino oder zum Theater.,"En été, j'aime aller au cinéma ou au théâtre."
Wir verbringen unsere freie Zeit oft mit Diskussionen über unser Studium.,Nous passons souvent notre temps libre à discuter de nos études.
Der Lehrer half mir bei meiner Masterarbeit und gab mir wertvolle Tipps.,Le professeur m'a aidé avec mon mémoire de master et m'a donné des conseils précieux.
Sie spricht vier Sprachen fließend,"Elle parle couramment quatre langues,"
Die Olympischen Spiele sind ein großes Ereignis im Sportkalender.,Les Jeux olympiques sont un grand événement dans le calendrier sportif.
Wir fahren nächste Woche in den Urlaub nach Italien,"Nous partons en vacances en Italie la semaine prochaine,"
"Museen bieten eine großartige Gelegenheit, Geschichte und Kultur zu erfahren und zu verstehen.",Les musées offrent une excellente occasion d'apprendre et de comprendre l'histoire et la culture.
Meine Lieblingssportart ist Fußball,"Mon sport préféré est le football,"
"An der Universität kann man nicht nur studieren, sondern auch an verschiedenen Veranstaltungen teilnehmen.","À l'université, on peut non seulement étudier mais aussi participer à divers événements."
Die Vorbereitung auf eine Reise erfordert viel Zeit und Geduld.,La préparation d'un voyage nécessite beaucoup de temps et de patience.
"Radfahren ist ein gesunder Sport, um fit zu bleiben.",Le cyclisme est un sport sain pour rester en forme.
"Ein Konzert besuchen ist eine tolle Art, Musik zu genießen.",Assister à un concert est une excellente façon d'apprécier la musique.
Ein Besuch im Theater ist immer ein unterhaltsames Erlebnis.,Une visite au théâtre est toujours une expérience amusante.
Die Schule bietet viele außerschulische Aktivitäten wie Musik und Kunst an.,L'école propose de nombreuses activités parascolaires comme la musique et l'art.
Mein Kollege ist auch ein enger Freund von mir.,Mon collègue est aussi un ami proche à moi.
Mein Partner ist sehr verständnisvoll und unterstützt mich in allen Belangen.,Mon partenaire est très compréhensif et me soutient dans tous les domaines.
Ein Theaterstück kann sehr unterhaltsam sein und regt zur Diskussion an.,Une pièce de théâtre peut être très divertissante et encourage la discussion.
Das Fernsehen zeigt jede Woche interessante Dokumentationen.,La télévision diffuse chaque semaine des documentaires intéressants.
Die Oper von Wien ist weltberühmt für ihre beeindruckenden Aufführungen.,L'opéra de Vienne est mondialement célèbre pour ses représentations impressionnantes.
"Ich liebe es, Zeit mit meinen Freunden zu verbringen, egal ob wir zusammen essen oder einfach nur quatschen.","J'adore passer du temps avec mes amis, que ce soit pour manger ensemble ou simplement discuter."
"Wir fahren nächste Woche nach Paris, um den Eiffelturm zu besichtigen","Nous allons à Paris la semaine prochaine pour visiter la tour Eiffel,"
"Die Stadt bietet viele kulturelle Veranstaltungen an, wie Konzerte oder Ausstellungen.","La ville propose de nombreux événements culturels, comme des concerts ou des expositions."
"Ich verstehe nicht, warum mein Freund so distanziert ist.",Je ne comprends pas pourquoi mon ami est si distant.
"Wir haben eine Gruppe von Freunden, die immer zusammen sind.",Nous avons un groupe d'amis qui sont toujours ensemble.
"Die Schule ist nicht nur ein Ort zum Lernen, sondern auch ein Ort zum Wachsen.","L'école n'est pas seulement un endroit pour apprendre, mais également un endroit pour grandir."
Der Fußball ist mein Lieblingssport und ich sehe mir gerne Spiele an.,Le football est mon sport préféré et j'aime regarder les matchs.
Ein gutes Buch kann uns auf eine Reise durch verschiedene Welten mitnehmen.,Un bon livre peut nous emmener en voyage à travers différents mondes.
Die Musik ist sehr schön,"La musique est très belle,"
Die Stadt Berlin hat eine reiche Geschichte und Kultur.,La ville de Berlin a une riche histoire et culture.
Mein Onkel ist ein professioneller Tennisspieler und hat viele Turniere gewonnen.,Mon oncle est un joueur de tennis professionnel et a remporté de nombreux tournois.
Der Chef ist sehr erfreut über unsere Teamarbeit.,Le patron est très heureux de notre travail d'équipe.
"Meine Freunde und ich lieben es, gemeinsam Radtouren zu unternehmen.",Mes amis et moi adorons faire des randonnées à vélo ensemble.
"Ich plane, nächstes Jahr nach Paris zu reisen, um die Stadt der Liebe zu erkunden.",Je prévois de voyager à Paris l'année prochaine pour explorer la ville de l'amour.
"Ich träume davon, einmal um die Welt zu reisen und alle Kontinente zu besuchen.",Je rêve de voyager autour du monde et de visiter tous les continents.
Ich bin sehr müde und brauche Schlaf,"Je suis très fatigué et j'ai besoin de sommeil,"
"Unsere Gruppe besteht aus fünf engen Freunden, die alle an der Uni sind.",Notre groupe se compose de cinq amis proches qui sont tous à l'université.
Das Seminar war sehr interessant und informativ.,Le séminaire était très intéressant et instructif.
Mein Vater liest gerne Bücher,"Mon père aime lire des livres,"
Ich wohne in einer großen Stadt,"J'habite dans une grande ville,"
"Mein Ziel ist es, einmal an den Commonwealth-Spielen teilzunehmen und meine Fähigkeiten zu zeigen.",Mon objectif est de participer un jour aux Jeux du Commonwealth et de montrer mes compétences.
"Ich bin ein Fan von Musikfestivals, weil sie so viel Energie und Freude bringen.","Je suis un fan de festivals de musique, car ils apportent tant d'énergie et de joie."
Wir essen am Wochenende oft bei meinen Großeltern,"Nous mangeons souvent chez mes grands-parents le week-end,"
Eine Reise um die Welt kann sehr aufregend sein.,Un tour du monde peut être très excitant.
Das Fernsehen bietet eine Vielzahl von Unterhaltungsprogrammen.,La télévision propose une variété de programmes de divertissement.
"Der Dozent gibt uns viele Hausaufgaben, aber das hilft mir zu lernen.","L'enseignant nous donne beaucoup de devoirs, mais cela m'aide à apprendre."
Ich bin Fan des deutschen Fußballteams und schaue mir alle Spiele an.,Je suis fan de l'équipe de football allemande et regarde tous les matchs.
Skifahren ist ein aufregender Wintersport.,Le ski est un sport d'hiver excitant.
"Meine Kolleginnen sind sehr nett und helfen mir immer, wenn ich Hilfe brauche.",Mes collègues sont très gentilles et m'aident toujours quand j'en ai besoin.
Sie hat einen schönen Garten,"Elle a un beau jardin,"
Ich bin sehr müde nach dem langen Tag,"Je suis très fatigué après cette longue journée,"
"Mein Partner unterstützt mich bei allem, was ich tue.",Mon partenaire me soutient dans tout ce que je fais.
Unsere Gruppe von Freunden plant eine Reise nach Paris für den Sommer.,Notre groupe d'amis planifie un voyage à Paris pour l'été.
"Die Schule ist ein wichtiger Teil unseres Lebens, um etwas zu lernen.",L'école est une partie importante de notre vie pour apprendre quelque chose.
"Eine gute Ausbildung ist wichtig, um erfolgreich in einem Beruf zu sein.",Une bonne éducation est importante pour réussir dans un métier.
In der Schule lerne ich viel über Geschichte und Geographie.,"À l'école, j'apprends beaucoup sur l'histoire et la géographie."
Mein Professor ist sehr freundlich und hilft mir bei meinen Studienproblemen.,Mon professeur est très gentil et m'aide avec mes problèmes d'études.
"Wenn ich nicht an der Universität wäre, hätte ich nie meinen Partner kennengelernt.","Si je n'étais pas à l'université, je n'aurais jamais rencontré mon partenaire."
"Radfahren ist nicht nur ein guter Sport, sondern auch eine Möglichkeit, die Umwelt zu schützen.","Le cyclisme n'est pas seulement un bon sport, mais c'est également un moyen de protéger l'environnement."
Mein Bruder spielt seit Jahren Fußball,"Mon frère joue au football depuis des années,"
Die Atmosphäre im Büro ist sehr entspannt und fördert die Kreativität.,L'ambiance au bureau est très détendue et favorise la créativité.
"Das Surfen ist ein toller Sport, der mich immer wieder herausfordert.",Le surf est un excellent sport qui me défie toujours à nouveau.
Ich esse gerne Pizza und Sushi,"J'aime manger de la pizza et du sushi,"
Das Meer ist sehr tief,"Le mer est très profond,"
"Mein Chef gibt mir regelmäßig Feedback, damit ich meine Arbeit verbessern kann.",Mon patron me donne régulièrement des commentaires pour que je puisse améliorer mon travail.
Die Stadt München ist bekannt für ihr Oktoberfest und ihre Biergärten.,La ville de Munich est connue pour son Oktoberfest et ses bières-jardins.
Die Universitätsbibliothek ist ein wichtiger Ort für das Studium.,La bibliothèque universitaire est un lieu important pour les études.
"An der Universität lernt man nicht nur Fachwissen, sondern auch wichtige Lebenskompetenzen.","À l'université, on apprend non seulement des connaissances spécialisées mais aussi des compétences importantes pour la vie."
Der Lehrer gibt uns viel Hausaufgaben,"L'enseignant nous donne beaucoup de devoirs à la maison,"
"Jetzt, da ich beruflich etabliert bin, danke ich meiner Universitätszeit für alles, was sie mir gebracht hat.","Maintenant que je suis établi professionnellement, je remercie mon expérience universitaire pour tout ce qu'elle m'a apporté."
Meine Universitätszeit war eine der besten Zeiten in meinem Leben.,Mon temps à l'université a été l'un des meilleurs moments de ma vie.
Ich bin ein großer Bewunderer der Musik von Mozart.,Je suis un grand admirateur de la musique de Mozart.
